1 AA 3.79267
1 AA -4.42849
1 AA -2.47066
1 AA 1.63831
1 AA 5.93325
1 AA 0.230814
1 AA -0.632547
1 AA -1.76678
1 AA -1.36823
1 AA -3.31725
1 AA 1.00313
1 AA 4.33455
1 AXP 2.44804
1 AXP 4.63801
1 AXP -0.0651749
1 AXP -4.7557
1 AXP -0.70247
1 AXP 6.34668
1 AXP -1.91728
1 AXP -3.13752
1 AXP -0.0228676
1 AXP 0.957592
1 AXP 0.706794
1 AXP 1.87709
1 BA 4.88284
1 BA 0.93633
1 BA 1.15721
1 BA -3.2019
1 BA 3.06093
1 BA 0.99398
1 BA 0.467675
1 BA -0.0691085
1 BA -0.92452
1 BA 0.0558659
1 BA -2.90853
1 BA 4.33917
1 BAC 2.88809
1 BAC 7.62174
1 BAC -5.50398
1 BAC -4.5614
1 BAC 4.23049
1 BAC 1.79187
1 BAC -0.13541
1 BAC -1.25174
1 BAC -1.05116
1 BAC 1.41044
1 BAC -1.54278
1 BAC -6.05634
1 CAT -0.688705
1 CAT 0.858277
1 CAT -1.49745
1 CAT 3.20354
1 CAT 3.59929
1 CAT 3.93495
1 CAT 2.22093
1 CAT -2.72745
1 CAT 0.311526
1 CAT -3.28757
1 CAT 2.40764
1 CAT 2.04864
1 CSCO 2.54279
1 CSCO 1.2894
1 CSCO -2.35627
1 CSCO 0.431862
1 CSCO 5.35117
1 CSCO -15.4229
1 CSCO 0.0530786
1 CSCO -0.480513
1 CSCO -1.18153
1 CSCO -2.23312
1 CSCO -3.76193
1 CSCO -0.346021
1 CVX -0.512765
1 CVX 2.06707
1 CVX 0.903809
1 CVX -0.55384
1 CVX 3.47363
1 CVX -0.853207
1 CVX 3.37173
1 CVX 2.89227
1 CVX 1.43723
1 CVX -4.0242
1 CVX 3.67084
1 CVX 2.81148
1 DD -0.579421
1 DD 3.10559
1 DD -2.38239
1 DD 3.81916
1 DD 4.74576
1 DD 3.72482
1 DD 2.8288
1 DD -1.60146
1 DD -0.645518
1 DD -2.21811
1 DD -0.357277
1 DD 0.557621
1 DIS 4.531
1 DIS 0.717765
1 DIS 1.71487
1 DIS -1.99294
1 DIS 4.27766
1 DIS 6.39706
1 DIS 0.85668
1 DIS 0.280177
1 DIS 1.23199
1 DIS -1.37836
1 DIS -3.30675
1 DIS 3.64206
1 GE -0.3245
1 GE 1.12843
1 GE 4.00421
1 GE 1.35474
1 GE 2.13612
1 GE 2.6962
1 GE -0.32543
1 GE -0.287356
1 GE -2.7685
1 GE -0.196078
1 GE -3.55711
1 GE 0.355691
1 HD -2.32955
1 HD 5.0644
1 HD 1.50125
1 HD 0.658256
1 HD -0.888769
1 HD 1.84783
1 HD 2.69549
1 HD -5.64885
1 HD 0.188425
1 HD -0.322061
1 HD -2.49187
1 HD 3.11381
1 HPQ 6.79773
1 HPQ 3.09853
1 HPQ 2.36238
1 HPQ -2.52731
1 HPQ 4.44836
1 HPQ 1.94928
1 HPQ 0.454076
1 HPQ -10.2796
1 HPQ -1.04505
1 HPQ -2.72727
1 HPQ 0.0242072
1 HPQ 1.62485
1 IBM 0.489097
1 IBM 2.04082
1 IBM 3.79122
1 IBM 2.43855
1 IBM 3.02802
1 IBM -0.140176
1 IBM 0.401998
1 IBM -0.788653
1 IBM -0.326435
1 IBM 0.513614
1 IBM -3.27004
1 IBM 2.87998
1 INTC -1.66587
1 INTC 1.78658
1 INTC -0.998573
1 INTC 2.0447
1 INTC 0.603248
1 INTC 0.0919963
1 INTC 2.35784
1 INTC -0.410023
1 INTC -0.873563
1 INTC -3.78054
1 INTC -3.5334
1 INTC 2.36181
1 JNJ -0.0479004
1 JNJ 0.417402
1 JNJ 0.723356
1 JNJ -4.07609
1 JNJ 1.13032
1 JNJ -0.295664
1 JNJ 0.692042
1 JNJ -1.71391
1 JNJ 1.88553
1 JNJ -2.2917
1 JNJ -1.54648
1 JNJ 0.528379
1 JPM 1.48837
1 JPM 3.79015
1 JPM 0.599733
1 JPM -1.48197
1 JPM 0.405314
1 JPM 4.06704
1 JPM 4.34783
1 JPM -1.10169
1 JPM -2.75582
1 JPM 0.263043
1 JPM 0.704535
1 JPM -0.907519
1 KRFT -1.79471
1 KRFT 1.39114
1 KRFT -0.191022
1 KRFT -2.73973
1 KRFT 2.16181
1 KRFT -1.66774
1 KRFT 0.782524
1 KRFT 3.22266
1 KRFT -0.754243
1 KRFT 0.443599
1 KRFT -1.65027
1 KRFT 1.55945
1 KO -4.49302
1 KO 0.685805
1 KO -0.696092
1 KO -1.04979
1 KO 0.385109
1 KO 1.43609
1 KO 1.38213
1 KO 1.49937
1 KO 1.6207
1 KO -0.780772
1 KO -2.54896
1 KO 3.31063
1 MCD -3.54086
1 MCD -0.255892
1 MCD 0.482251
1 MCD -1.3064
1 MCD 0.338753
1 MCD 2.71145
1 MCD 0.0788747
1 MCD -1.98815
1 MCD 2.03999
1 MCD 0.458235
1 MCD -4.08673
1 MCD 2.38095
1 MMM -0.599424
1 MMM 2.80047
1 MMM 1.65073
1 MMM -1.98408
1 MMM 0.409417
1 MMM 4.11705
1 MMM 1.35194
1 MMM -2.67443
1 MMM 0.31556
1 MMM -1.04774
1 MMM -2.44491
1 MMM 2.21558
1 MRK 2.92091
1 MRK -8.13205
1 MRK -0.498973
1 MRK -2.70668
1 MRK -1.20156
1 MRK 0.394657
1 MRK -0.363967
1 MRK -1.70992
1 MRK 2.67081
1 MRK -0.818182
1 MRK -1.81538
1 MRK 1.49579
1 MSFT 1.96078
1 MSFT 0.35461
1 MSFT -0.497159
1 MSFT -0.963597
1 MSFT 0
1 MSFT -1.97842
1 MSFT -0.514706
1 MSFT -0.85885
1 MSFT -2.77257
1 MSFT -1.72216
1 MSFT -2.70694
1 MSFT 1.74742
1 PFE 3.61582
1 PFE 0.658617
1 PFE 0.0544959
1 PFE -0.981997
1 PFE 6.10225
1 PFE -2.28334
1 PFE 1.96599
1 PFE -0.105932
1 PFE 3.7467
1 PFE -0.86558
1 PFE 3.75321
1 PFE 0.147638
1 PG 0.170834
1 PG 1.75466
1 PG 0.39604
1 PG -2.57967
1 PG -1.14996
1 PG 1.2197
1 PG -0.771605
1 PG -1.39652
1 PG -1.22611
1 PG -0.822581
1 PG -0.720839
1 PG -0.131234
1 T -2.7965
1 T -0.385424
1 T -0.770578
1 T -3.40829
1 T 2.00584
1 T 1.78763
1 T 0.598592
1 T -0.670904
1 T -1.16814
1 T 1.82469
1 T -1.34181
1 T 0.278067
1 TRV -4.92066
1 TRV 2.84262
1 TRV 0.695716
1 TRV 1.21509
1 TRV 2.86687
1 TRV 2.91347
1 TRV 3.53501
1 TRV -1.65017
1 TRV -0.704698
1 TRV -0.641242
1 TRV -0.701214
1 TRV 0.924025
1 UTX -0.138906
1 UTX 1.03488
1 UTX 1.16044
1 UTX 1.45776
1 UTX 0.880196
1 UTX 2.83645
1 UTX -0.0705302
1 UTX -1.38396
1 UTX -0.86145
1 UTX -2.10767
1 UTX -0.718355
1 UTX 2.73063
1 VZ -0.36051
1 VZ -2.98222
1 VZ -1.21538
1 VZ 2.15023
1 VZ 1.87991
1 VZ 0.247934
1 VZ 0.853759
1 VZ -0.745033
1 VZ 0.0554631
1 VZ -0.774979
1 VZ 0.279799
1 VZ 1.71849
1 WMT -0.2766
1 WMT 2.16216
1 WMT 1.12502
1 WMT 2.36505
1 WMT -0.744021
1 WMT -0.677724
1 WMT 0.217155
1 WMT -3.82828
1 WMT 0.618357
1 WMT 0.631458
1 WMT -1.58548
1 WMT 1.19853
1 XOM 2.53663
1 XOM 3.60708
1 XOM 1.52976
1 XOM 0.177552
1 XOM 4.2042
1 XOM -0.754943
1 XOM 3.04878
1 XOM 0.435448
1 XOM -0.919995
1 XOM -4.33364
1 XOM -1.00404
1 XOM 2.13754
2 AA 1.98482
2 AA 2.87026
2 AA -8.52713
2 AA 3.72861
2 AA 0.354191
2 AA -0.694847
2 AA -0.34965
2 AA -4.35294
2 AA 3.25815
2 AA -4.8416
2 AA -4.0201
2 AA -3.72793
2 AA 3.81731
2 AXP -0.395257
2 AXP 1.46898
2 AXP -0.237274
2 AXP 2.74809
2 AXP 4.00509
2 AXP 1.68118
2 AXP -1.13863
2 AXP 3.58155
2 AXP 0.768624
2 AXP -4.10586
2 AXP -2.82923
2 AXP 1.12594
2 AXP -0.0206825
2 BA 0.693878
2 BA 0.122649
2 BA -1.42566
2 BA 3.74037
2 BA 5.65488
2 BA -1.29434
2 BA -0.353045
2 BA -1.44928
2 BA 0.574788
2 BA -3.80463
2 BA -2.76886
2 BA 1.50561
2 BA -3.65062
2 BAC -0.372578
2 BAC 0.597015
2 BAC -5.03704
2 BAC -2.22399
2 BAC -0.324675
2 BAC -0.404531
2 BAC -2.85016
2 BAC -2.60723
2 BAC 1.91805
2 BAC -4.97051
2 BAC -3.39893
2 BAC -1.92837
2 BAC -0.661001
2 CAT 3.26821
2 CAT -3.45495
2 CAT -2.55408
2 CAT 3.63705
2 CAT 5.64811
2 CAT -5.07571
2 CAT -4.0343
2 CAT -1.45461
2 CAT 3.25765
2 CAT -4.99013
2 CAT -3.45137
2 CAT -1.01104
2 CAT 3.64805
2 CSCO -1.84332
2 CSCO 3.76249
2 CSCO -3.83964
2 CSCO 0.35545
2 CSCO 3.48494
2 CSCO 0.285551
2 CSCO -3.70793
2 CSCO -1.72414
2 CSCO 0.304692
2 CSCO -3.49608
2 CSCO -5.73566
2 CSCO -1.12285
2 CSCO -0.0669344
2 CVX 1.80451
2 CVX 1.0505
2 CVX -3.18936
2 CVX 3.03001
2 CVX 1.92791
2 CVX -6.0285
2 CVX -0.83293
2 CVX 0.529256
2 CVX 2.05676
2 CVX -3.45091
2 CVX -1.21903
2 CVX -0.869652
2 CVX -0.9911
2 DD 1.99593
2 DD -0.18018
2 DD -1.00992
2 DD 3.00295
2 DD 1.97522
2 DD -3.17263
2 DD -3.69494
2 DD 0
2 DD 1.56522
2 DD -5.43437
2 DD -1.0338
2 DD -0.919448
2 DD 4.9697
2 DIS -0.787219
2 DIS -2.58922
2 DIS -0.574713
2 DIS 3.17305
2 DIS 1.79499
2 DIS -0.943179
2 DIS -4.15512
2 DIS 0.581677
2 DIS 0.899149
2 DIS -6.01432
2 DIS -1.73558
2 DIS -1.52731
2 DIS -0.713342
2 GE 2.67542
2 GE -2.60492
2 GE -0.988142
2 GE 0.91047
2 GE 1.53923
2 GE -3.33333
2 GE -0.400601
2 GE -1.15869
2 GE 0.621118
2 GE -4.36992
2 GE -2.08445
2 GE 0.983069
2 GE -2.01745
2 HD 0.266951
2 HD -0.0533618
2 HD 1.92256
2 HD 0.265252
2 HD -1.22308
2 HD -1.20192
2 HD 0.216626
2 HD 0.981194
2 HD 0
2 HD -4.28413
2 HD -3.06979
2 HD 3.19785
2 HD 2.30388
2 HPQ -3.39463
2 HPQ 0.123001
2 HPQ -1.10538
2 HPQ 2.57758
2 HPQ -1.68047
2 HPQ 0.294913
2 HPQ -0.931601
2 HPQ -10.4975
2 HPQ 3.87858
2 HPQ -3.13841
2 HPQ -2.05613
2 HPQ -0.370054
2 HPQ 0.316183
2 IBM 1.68998
2 IBM -0.225033
2 IBM 1.69481
2 IBM 2.21088
2 IBM 1.74769
2 IBM -1.8709
2 IBM 0.908605
2 IBM 0.206113
2 IBM -0.593472
2 IBM -2.01259
2 IBM -0.958971
2 IBM 0
2 IBM 0.836897
2 INTC -3.5225
2 INTC 1.1622
2 INTC -1.59442
2 INTC 9.88223
2 INTC 8.32943
2 INTC 0.999131
2 INTC 1.21055
2 INTC -0.428816
2 INTC -3.09773
2 INTC -3.20713
2 INTC -1.92661
2 INTC -1.11993
2 INTC 0.0471921
2 JNJ 0.8647
2 JNJ -0.0672269
2 JNJ 1.71313
2 JNJ 5.98842
2 JNJ 3.25216
2 JNJ -0.986044
2 JNJ 2.31915
2 JNJ -1.08417
2 JNJ 2.42368
2 JNJ -1.81251
2 JNJ 0.333991
2 JNJ -0.0452352
2 JNJ -1.54358
2 JPM 0.542299
2 JPM 1.56114
2 JPM -4.48936
2 JPM 0.926135
2 JPM 2.19485
2 JPM -1.95908
2 JPM -3.57542
2 JPM 0.372353
2 JPM 0.919811
2 JPM -3.86216
2 JPM -0.121655
2 JPM -1.18673
2 JPM -2.49383
2 KRFT 0.829346
2 KRFT -0.126143
2 KRFT 5.13709
2 KRFT 2.01711
2 KRFT 0.418535
2 KRFT 1.42857
