0,FP1,0,3.082
0,FP1,1,2.594
0,FP1,2,2.106
0,FP1,3,2.106
0,FP1,4,3.571
0,FP1,5,4.547
0,FP1,6,4.547
0,FP1,7,3.082
0,FP1,8,0.641
0,FP1,9,-0.824
0,FP1,10,-0.824
0,FP1,11,0.153
0,FP1,12,0.153
0,FP1,13,-0.336
0,FP1,14,-1.312
0,FP1,15,-0.824
0,FP1,16,1.617
0,FP1,17,5.524
0,FP1,18,9.430
0,FP1,19,10.406
0,FP1,20,8.942
0,FP1,21,5.524
0,FP1,22,3.571
0,FP1,23,3.082
0,FP1,24,3.571
0,FP1,25,4.547
0,FP1,26,4.059
0,FP1,27,2.594
0,FP1,28,1.617
0,FP1,29,2.594
0,FP1,30,4.059
0,FP1,31,5.035
0,FP1,32,5.035
0,FP1,33,3.571
0,FP1,34,2.106
0,FP1,35,2.106
0,FP1,36,4.547
0,FP1,37,8.942
0,FP1,38,12.360
0,FP1,39,13.336
0,FP1,40,11.383
0,FP1,41,6.989
0,FP1,42,2.594
0,FP1,43,-0.336
0,FP1,44,-1.801
0,FP1,45,-1.312
0,FP1,46,-0.336
0,FP1,47,0.153
0,FP1,48,1.617
0,FP1,49,3.082
0,FP1,50,5.035
0,FP1,51,6.500
0,FP1,52,7.477
0,FP1,53,6.500
0,FP1,54,4.547
0,FP1,55,2.106
0,FP1,56,-0.824
0,FP1,57,-2.777
0,FP1,58,-3.265
0,FP1,59,-2.777
0,FP1,60,-1.312
0,FP1,61,2.594
0,FP1,62,6.500
0,FP1,63,10.406
0,FP1,64,10.895
0,FP1,65,7.965
0,FP1,66,2.106
0,FP1,67,-3.754
0,FP1,68,-7.172
0,FP1,69,-6.195
0,FP1,70,-4.242
0,FP1,71,-2.289
0,FP1,72,-3.265
0,FP1,73,-4.730
0,FP1,74,-6.195
0,FP1,75,-5.707
0,FP1,76,-5.219
0,FP1,77,-5.707
0,FP1,78,-6.195
0,FP1,79,-7.172
0,FP1,80,-5.219
0,FP1,81,-0.336
0,FP1,82,4.547
0,FP1,83,7.477
0,FP1,84,7.477
0,FP1,85,5.035
0,FP1,86,3.082
0,FP1,87,2.594
0,FP1,88,3.571
