1 BAC 1/7/2011 13.85 14.69 13.80 14.25
1 BAC 1/14/2011 14.17 15.25 14.09 15.25
1 BAC 1/21/2011 15.08 15.16 13.94 14.25
1 BAC 1/28/2011 14.25 14.26 13.40 13.60
1 BAC 2/4/2011 13.71 14.47 13.64 14.29
1 BAC 2/11/2011 14.51 14.87 14.35 14.77
1 BAC 2/18/2011 14.77 14.95 14.69 14.75
1 BAC 2/25/2011 14.38 14.52 13.79 14.20
1 BAC 3/4/2011 14.27 14.48 13.81 14.12
1 BAC 3/11/2011 14.18 14.70 13.92 14.38
1 BAC 3/18/2011 14.26 14.35 13.66 14.04
1 BAC 3/25/2011 14.20 14.22 13.32 13.34
2 BAC 4/1/2011 13.42 13.61 13.16 13.37
2 BAC 4/8/2011 13.40 13.88 13.37 13.48
2 BAC 4/15/2011 13.50 13.64 12.82 12.82
2 BAC 4/21/2011 12.59 12.60 12.15 12.31
2 BAC 4/29/2011 12.32 12.60 12.23 12.28
2 BAC 5/6/2011 12.36 12.71 12.20 12.31
2 BAC 5/13/2011 12.28 12.43 11.91 11.93
2 BAC 5/20/2011 11.89 12.11 11.53 11.58
2 BAC 5/27/2011 11.47 11.69 11.29 11.69
2 BAC 6/3/2011 11.87 11.92 11.08 11.28
2 BAC 6/10/2011 11.18 11.20 10.41 10.80
2 BAC 6/17/2011 10.89 11.12 10.40 10.68
2 BAC 6/24/2011 10.59 10.94 10.48 10.52
