1 MSFT 1/7/2011 28.05 28.85 27.77 28.60
1 MSFT 1/14/2011 28.20 28.50 28.00 28.30
1 MSFT 1/21/2011 28.16 28.74 28.02 28.02
1 MSFT 1/28/2011 28.02 29.46 27.45 27.75
1 MSFT 2/4/2011 27.77 28.11 27.42 27.77
1 MSFT 2/11/2011 27.80 28.34 27.07 27.25
1 MSFT 2/18/2011 27.20 27.37 26.60 27.06
1 MSFT 2/25/2011 26.78 27.10 26.43 26.55
1 MSFT 3/4/2011 26.69 26.86 25.80 25.95
1 MSFT 3/11/2011 26.13 26.27 25.35 25.68
1 MSFT 3/18/2011 25.49 25.76 24.68 24.80
1 MSFT 3/25/2011 25.18 25.95 25.15 25.62
2 MSFT 4/1/2011 25.66 25.72 25.30 25.48
2 MSFT 4/8/2011 25.45 26.31 25.41 26.07
2 MSFT 4/15/2011 26.19 26.25 25.09 25.37
2 MSFT 4/21/2011 25.10 26.00 24.72 25.52
2 MSFT 4/29/2011 25.56 26.87 25.34 25.92
2 MSFT 5/6/2011 25.94 26.25 25.48 25.87
2 MSFT 5/13/2011 25.80 25.96 24.95 25.03
2 MSFT 5/20/2011 24.96 25.07 24.25 24.49
2 MSFT 5/27/2011 24.21 25.03 24.03 24.76
2 MSFT 6/3/2011 24.96 25.10 23.84 23.90
2 MSFT 6/10/2011 23.90 24.25 23.69 23.70
2 MSFT 6/17/2011 23.79 29.05 23.65 24.26
2 MSFT 6/24/2011 24.17 24.86 24.16 24.30
