1 HD 1/7/2011 35.20 35.57 34.18 34.38
1 HD 1/14/2011 34.16 35.89 34.07 35.89
1 HD 1/21/2011 35.97 36.99 35.48 36.51
1 HD 1/28/2011 36.46 38.12 36.30 36.70
1 HD 2/4/2011 37.13 37.18 36.38 36.80
1 HD 2/11/2011 36.80 37.48 36.41 37.48
1 HD 2/18/2011 37.47 38.48 37.27 38.48
1 HD 2/25/2011 39.30 39.38 36.78 37.08
1 HD 3/4/2011 37.15 37.86 36.33 37.22
1 HD 3/11/2011 37.26 37.78 36.54 37.14
1 HD 3/18/2011 36.92 36.94 35.43 36.00
1 HD 3/25/2011 36.29 37.82 36.03 37.42
2 HD 4/1/2011 37.46 37.87 36.62 37.56
2 HD 4/8/2011 37.48 37.96 37.21 37.46
2 HD 4/15/2011 37.45 38.40 37.17 38.17
2 HD 4/21/2011 37.70 38.50 37.20 37.80
2 HD 4/29/2011 37.61 37.71 36.94 37.15
2 HD 5/6/2011 37.44 37.67 36.77 36.99
2 HD 5/13/2011 36.93 37.43 36.70 37.01
2 HD 5/20/2011 36.69 37.94 36.55 37.05
2 HD 5/27/2011 36.00 37.00 36.00 36.00
2 HD 6/3/2011 36.18 36.28 34.43 34.63
2 HD 6/10/2011 34.53 35.02 33.42 33.47
2 HD 6/17/2011 33.46 34.93 33.41 34.53
2 HD 6/24/2011 34.29 35.69 34.28 35.08
