1 JNJ 1/7/2011 62.63 63.54 62.53 62.60
1 JNJ 1/14/2011 62.29 62.98 62.00 62.55
1 JNJ 1/21/2011 62.21 63.25 62.01 62.66
1 JNJ 1/28/2011 62.56 62.72 60.00 60.01
1 JNJ 2/4/2011 60.16 60.99 59.69 60.84
1 JNJ 2/11/2011 60.88 61.17 60.42 60.70
1 JNJ 2/18/2011 60.69 61.11 60.33 61.11
1 JNJ 2/25/2011 60.68 61.08 59.36 59.64
1 JNJ 3/4/2011 59.93 61.50 59.77 61.06
1 JNJ 3/11/2011 61.09 61.10 59.11 59.69
1 JNJ 3/18/2011 59.49 59.49 57.50 58.57
1 JNJ 3/25/2011 58.67 59.16 58.50 58.98
2 JNJ 4/1/2011 58.98 59.73 58.93 59.49
2 JNJ 4/8/2011 59.50 60.18 59.25 59.46
2 JNJ 4/15/2011 59.54 60.95 59.49 60.56
2 JNJ 4/21/2011 60.45 64.54 60.10 64.07
2 JNJ 4/29/2011 63.65 65.98 63.40 65.72
2 JNJ 5/6/2011 65.92 66.46 64.80 65.27
2 JNJ 5/13/2011 65.11 67.37 65.07 66.62
2 JNJ 5/20/2011 66.41 66.79 65.28 65.69
2 JNJ 5/27/2011 65.19 66.77 65.08 66.77
2 JNJ 6/3/2011 67.31 67.34 65.80 66.09
2 JNJ 6/10/2011 65.87 67.28 65.18 66.09
2 JNJ 6/17/2011 66.32 67.36 65.47 66.29
2 JNJ 6/24/2011 66.08 66.75 64.69 65.06
