1 XOM 1/7/2011 73.72 75.90 73.64 75.59
1 XOM 1/14/2011 75.13 77.84 74.58 77.84
1 XOM 1/21/2011 77.79 79.10 76.77 78.98
1 XOM 1/28/2011 78.85 79.98 77.93 78.99
1 XOM 2/4/2011 79.92 83.98 79.01 83.28
1 XOM 2/11/2011 83.45 84.00 81.61 82.82
1 XOM 2/18/2011 82.00 85.10 81.80 84.50
1 XOM 2/25/2011 84.97 88.23 84.73 85.34
1 XOM 3/4/2011 85.87 86.56 83.55 85.08
1 XOM 3/11/2011 85.84 86.08 80.10 82.12
1 XOM 3/18/2011 81.67 82.64 78.80 80.85
1 XOM 3/25/2011 81.87 83.93 81.86 83.62
2 XOM 4/1/2011 83.86 84.94 82.61 84.68
2 XOM 4/8/2011 84.26 86.22 84.07 85.95
2 XOM 4/15/2011 85.95 86.15 82.38 84.29
2 XOM 4/21/2011 83.11 86.36 82.44 86.36
2 XOM 4/29/2011 86.29 88.00 85.89 87.98
2 XOM 5/6/2011 88.10 88.13 81.59 82.69
2 XOM 5/13/2011 83.01 83.76 79.42 80.87
2 XOM 5/20/2011 80.22 82.58 79.60 81.57
2 XOM 5/27/2011 80.22 82.63 80.07 82.63
2 XOM 6/3/2011 83.28 83.75 80.18 81.18
2 XOM 6/10/2011 80.93 81.87 79.72 79.78
2 XOM 6/17/2011 80.00 80.82 78.33 79.02
2 XOM 6/24/2011 78.65 81.12 76.78 76.78
